Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-15 02:47:48.941614 	2015-04-15 02:47:48.972631 	0 	0:00:00.031017
2 	2015-04-15 02:47:48.983137 	2015-04-15 02:47:48.987394 	4 	0:00:00.004257
3 	2015-04-15 02:47:48.998109 	2015-04-15 02:47:49.002784 	3 	0:00:00.004675
4 	2015-04-15 02:47:49.013209 	2015-04-15 02:47:49.017468 	0 	0:00:00.004259
5 	2015-04-15 02:47:49.028144 	2015-04-15 02:47:49.032400 	3 	0:00:00.004256
6 	2015-04-15 02:47:49.043176 	2015-04-15 02:47:49.047426 	2 	0:00:00.004250
7 	2015-04-15 02:47:49.058146 	2015-04-15 02:47:49.062311 	0 	0:00:00.004165
8 	2015-04-15 02:47:49.073284 	2015-04-15 02:47:49.077800 	6 	0:00:00.004516
9 	2015-04-15 02:47:49.088074 	2015-04-15 02:47:49.092273 	2 	0:00:00.004199
10 	2015-04-15 02:47:49.103141 	2015-04-15 02:47:49.107366 	8 	0:00:00.004225
11 	2015-04-15 02:47:49.118133 	2015-04-15 02:47:49.122503 	4 	0:00:00.004370
12 	2015-04-15 02:47:49.133153 	2015-04-15 02:47:49.137846 	2 	0:00:00.004693
13 	2015-04-15 02:47:49.148156 	2015-04-15 02:47:49.152273 	5 	0:00:00.004117
14 	2015-04-15 02:47:49.163186 	2015-04-15 02:47:49.168246 	3 	0:00:00.005060
15 	2015-04-15 02:47:49.180643 	2015-04-15 02:47:49.184818 	1 	0:00:00.004175
16 	2015-04-15 02:47:49.195648 	2015-04-15 02:47:49.203061 	9 	0:00:00.007413
17 	2015-04-15 02:47:49.215642 	2015-04-15 02:47:49.219831 	5 	0:00:00.004189
18 	2015-04-15 02:47:49.230708 	2015-04-15 02:47:49.235851 	6 	0:00:00.005143
19 	2015-04-15 02:47:49.248132 	2015-04-15 02:47:49.252326 	4 	0:00:00.004194
20 	2015-04-15 02:47:49.263130 	2015-04-15 02:47:49.267431 	6 	0:00:00.004301
21 	2015-04-15 02:47:49.278165 	2015-04-15 02:47:49.291309 	2 	0:00:00.013144
22 	2015-04-15 02:47:49.302388 	2015-04-15 02:47:49.306900 	9 	0:00:00.004512
23 	2015-04-15 02:47:49.318081 	2015-04-15 02:47:49.322360 	5 	0:00:00.004279
24 	2015-04-15 02:47:49.333170 	2015-04-15 02:47:49.337457 	8 	0:00:00.004287
25 	2015-04-15 02:47:49.348116 	2015-04-15 02:47:49.353067 	6 	0:00:00.004951
26 	2015-04-15 02:47:49.363345 	2015-04-15 02:47:49.367802 	8 	0:00:00.004457
27 	2015-04-15 02:47:49.378147 	2015-04-15 02:47:49.382459 	6 	0:00:00.004312
28 	2015-04-15 02:47:49.393152 	2015-04-15 02:47:49.397835 	9 	0:00:00.004683
29 	2015-04-15 02:47:49.408140 	2015-04-15 02:47:49.412366 	7 	0:00:00.004226
30 	2015-04-15 02:47:49.423105 	2015-04-15 02:47:49.427603 	5 	0:00:00.004498
31 	2015-04-15 02:47:49.438123 	2015-04-15 02:47:49.442459 	7 	0:00:00.004336
32 	2015-04-15 02:47:49.453131 	2015-04-15 02:47:49.458080 	3 	0:00:00.004949
33 	2015-04-15 02:47:49.470634 	2015-04-15 02:47:49.474752 	0 	0:00:00.004118
34 	2015-04-15 02:47:49.485584 	2015-04-15 02:47:49.492104 	6 	0:00:00.006520
35 	2015-04-15 02:47:49.503096 	2015-04-15 02:47:49.507488 	1 	0:00:00.004392
36 	2015-04-15 02:47:49.518102 	2015-04-15 02:47:49.522391 	8 	0:00:00.004289
37 	2015-04-15 02:47:49.538787 	2015-04-15 02:47:49.543071 	0 	0:00:00.004284
38 	2015-04-15 02:47:49.554128 	2015-04-15 02:47:49.558533 	3 	0:00:00.004405
39 	2015-04-15 02:47:49.570633 	2015-04-15 02:47:49.574828 	2 	0:00:00.004195
40 	2015-04-15 02:47:49.585638 	2015-04-15 02:47:49.591087 	6 	0:00:00.005449
41 	2015-04-15 02:47:49.603258 	2015-04-15 02:47:49.607722 	5 	0:00:00.004464
42 	2015-04-15 02:47:49.618118 	2015-04-15 02:47:49.622618 	2 	0:00:00.004500
43 	2015-04-15 02:47:49.633218 	2015-04-15 02:47:49.637566 	7 	0:00:00.004348
44 	2015-04-15 02:47:49.648076 	2015-04-15 02:47:49.652337 	9 	0:00:00.004261
45 	2015-04-15 02:47:49.663092 	2015-04-15 02:47:49.667226 	0 	0:00:00.004134
46 	2015-04-15 02:47:49.678188 	2015-04-15 02:47:49.682479 	4 	0:00:00.004291
47 	2015-04-15 02:47:49.693131 	2015-04-15 02:47:49.697238 	6 	0:00:00.004107
48 	2015-04-15 02:47:49.708108 	2015-04-15 02:47:49.712496 	0 	0:00:00.004388
