Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-21 00:04:04.418550 	2015-04-21 00:04:04.435266 	4 	0:00:00.016716
2 	2015-04-21 00:04:04.435409 	2015-04-21 00:04:04.453286 	8 	0:00:00.017877
3 	2015-04-21 00:04:04.453391 	2015-04-21 00:04:04.472260 	5 	0:00:00.018869
4 	2015-04-21 00:04:04.472371 	2015-04-21 00:04:04.490262 	3 	0:00:00.017891
5 	2015-04-21 00:04:04.490369 	2015-04-21 00:04:04.509267 	1 	0:00:00.018898
6 	2015-04-21 00:04:04.509374 	2015-04-21 00:04:04.526267 	5 	0:00:00.016893
7 	2015-04-21 00:04:04.526371 	2015-04-21 00:04:04.545298 	6 	0:00:00.018927
8 	2015-04-21 00:04:04.545395 	2015-04-21 00:04:04.562266 	5 	0:00:00.016871
9 	2015-04-21 00:04:04.562369 	2015-04-21 00:04:04.579263 	0 	0:00:00.016894
10 	2015-04-21 00:04:04.579369 	2015-04-21 00:04:04.597274 	1 	0:00:00.017905
11 	2015-04-21 00:04:04.597377 	2015-04-21 00:04:04.614264 	2 	0:00:00.016887
12 	2015-04-21 00:04:04.614369 	2015-04-21 00:04:04.632262 	8 	0:00:00.017893
13 	2015-04-21 00:04:04.632365 	2015-04-21 00:04:04.649228 	2 	0:00:00.016863
14 	2015-04-21 00:04:04.649335 	2015-04-21 00:04:04.667171 	8 	0:00:00.017836
15 	2015-04-21 00:04:04.667312 	2015-04-21 00:04:04.684263 	7 	0:00:00.016951
16 	2015-04-21 00:04:04.684366 	2015-04-21 00:04:04.702244 	2 	0:00:00.017878
17 	2015-04-21 00:04:04.702348 	2015-04-21 00:04:04.720264 	9 	0:00:00.017916
18 	2015-04-21 00:04:04.720368 	2015-04-21 00:04:04.738261 	0 	0:00:00.017893
19 	2015-04-21 00:04:04.738366 	2015-04-21 00:04:04.756283 	1 	0:00:00.017917
20 	2015-04-21 00:04:04.756386 	2015-04-21 00:04:04.774261 	6 	0:00:00.017875
21 	2015-04-21 00:04:04.774366 	2015-04-21 00:04:04.792232 	2 	0:00:00.017866
22 	2015-04-21 00:04:04.792336 	2015-04-21 00:04:04.810266 	9 	0:00:00.017930
23 	2015-04-21 00:04:04.810369 	2015-04-21 00:04:04.827266 	2 	0:00:00.016897
24 	2015-04-21 00:04:04.827370 	2015-04-21 00:04:04.845265 	0 	0:00:00.017895
25 	2015-04-21 00:04:04.845368 	2015-04-21 00:04:04.863268 	7 	0:00:00.017900
26 	2015-04-21 00:04:04.863380 	2015-04-21 00:04:04.880274 	0 	0:00:00.016894
27 	2015-04-21 00:04:04.880363 	2015-04-21 00:04:04.898233 	2 	0:00:00.017870
28 	2015-04-21 00:04:04.898339 	2015-04-21 00:04:04.915243 	5 	0:00:00.016904
29 	2015-04-21 00:04:04.915351 	2015-04-21 00:04:04.932293 	4 	0:00:00.016942
30 	2015-04-21 00:04:04.932449 	2015-04-21 00:04:04.950271 	1 	0:00:00.017822
31 	2015-04-21 00:04:04.950378 	2015-04-21 00:04:04.969272 	5 	0:00:00.018894
32 	2015-04-21 00:04:04.969375 	2015-04-21 00:04:04.987274 	2 	0:00:00.017899
33 	2015-04-21 00:04:04.987378 	2015-04-21 00:04:05.005293 	0 	0:00:00.017915
34 	2015-04-21 00:04:05.005398 	2015-04-21 00:04:05.022238 	2 	0:00:00.016840
35 	2015-04-21 00:04:05.022342 	2015-04-21 00:04:05.040266 	9 	0:00:00.017924
36 	2015-04-21 00:04:05.040370 	2015-04-21 00:04:05.058265 	4 	0:00:00.017895
37 	2015-04-21 00:04:05.058368 	2015-04-21 00:04:05.075263 	1 	0:00:00.016895
38 	2015-04-21 00:04:05.075368 	2015-04-21 00:04:05.092266 	8 	0:00:00.016898
39 	2015-04-21 00:04:05.092370 	2015-04-21 00:04:05.110264 	0 	0:00:00.017894
40 	2015-04-21 00:04:05.110369 	2015-04-21 00:04:05.127229 	8 	0:00:00.016860
41 	2015-04-21 00:04:05.127335 	2015-04-21 00:04:05.145273 	3 	0:00:00.017938
42 	2015-04-21 00:04:05.145378 	2015-04-21 00:04:05.163262 	2 	0:00:00.017884
43 	2015-04-21 00:04:05.163367 	2015-04-21 00:04:05.180211 	0 	0:00:00.016844
44 	2015-04-21 00:04:05.180317 	2015-04-21 00:04:05.198265 	1 	0:00:00.017948
45 	2015-04-21 00:04:05.198368 	2015-04-21 00:04:05.215262 	4 	0:00:00.016894
46 	2015-04-21 00:04:05.215368 	2015-04-21 00:04:05.233236 	2 	0:00:00.017868
47 	2015-04-21 00:04:05.233339 	2015-04-21 00:04:05.251281 	6 	0:00:00.017942
48 	2015-04-21 00:04:05.251385 	2015-04-21 00:04:05.269279 	2 	0:00:00.017894
49 	2015-04-21 00:04:05.269383 	2015-04-21 00:04:05.287265 	0 	0:00:00.017882
50 	2015-04-21 00:04:05.287369 	2015-04-21 00:04:05.306268 	2 	0:00:00.018899
51 	2015-04-21 00:04:05.306372 	2015-04-21 00:04:05.323263 	9 	0:00:00.016891
52 	2015-04-21 00:04:05.323368 	2015-04-21 00:04:05.340308 	1 	0:00:00.016940
53 	2015-04-21 00:04:05.340413 	2015-04-21 00:04:05.358240 	8 	0:00:00.017827
54 	2015-04-21 00:04:05.358373 	2015-04-21 00:04:05.375211 	3 	0:00:00.016838
55 	2015-04-21 00:04:05.375315 	2015-04-21 00:04:05.393249 	4 	0:00:00.017934
56 	2015-04-21 00:04:05.393353 	2015-04-21 00:04:05.411262 	7 	0:00:00.017909
57 	2015-04-21 00:04:05.411367 	2015-04-21 00:04:05.428261 	9 	0:00:00.016894
58 	2015-04-21 00:04:05.428364 	2015-04-21 00:04:05.446234 	6 	0:00:00.017870
59 	2015-04-21 00:04:05.446338 	2015-04-21 00:04:05.465282 	2 	0:00:00.018944
60 	2015-04-21 00:04:05.465386 	2015-04-21 00:04:05.482264 	5 	0:00:00.016878
61 	2015-04-21 00:04:05.482368 	2015-04-21 00:04:05.504228 	3 	0:00:00.021860
62 	2015-04-21 00:04:05.504332 	2015-04-21 00:04:05.519234 	8 	0:00:00.014902
63 	2015-04-21 00:04:05.519339 	2015-04-21 00:04:05.536227 	6 	0:00:00.016888
64 	2015-04-21 00:04:05.536332 	2015-04-21 00:04:05.554215 	4 	0:00:00.017883
65 	2015-04-21 00:04:05.554319 	2015-04-21 00:04:05.572264 	7 	0:00:00.017945
66 	2015-04-21 00:04:05.572368 	2015-04-21 00:04:05.589280 	6 	0:00:00.016912
67 	2015-04-21 00:04:05.589384 	2015-04-21 00:04:05.607241 	7 	0:00:00.017857
68 	2015-04-21 00:04:05.607345 	2015-04-21 00:04:05.624234 	5 	0:00:00.016889
69 	2015-04-21 00:04:05.624339 	2015-04-21 00:04:05.641233 	6 	0:00:00.016894
70 	2015-04-21 00:04:05.641337 	2015-04-21 00:04:05.659232 	1 	0:00:00.017895
71 	2015-04-21 00:04:05.659336 	2015-04-21 00:04:05.676233 	8 	0:00:00.016897
72 	2015-04-21 00:04:05.676336 	2015-04-21 00:04:05.694322 	3 	0:00:00.017986
73 	2015-04-21 00:04:05.694427 	2015-04-21 00:04:05.711282 	5 	0:00:00.016855
74 	2015-04-21 00:04:05.711385 	2015-04-21 00:04:05.729275 	2 	0:00:00.017890
75 	2015-04-21 00:04:05.729381 	2015-04-21 00:04:05.747264 	8 	0:00:00.017883
76 	2015-04-21 00:04:05.747369 	2015-04-21 00:04:05.765267 	9 	0:00:00.017898
77 	2015-04-21 00:04:05.765370 	2015-04-21 00:04:05.784233 	0 	0:00:00.018863
78 	2015-04-21 00:04:05.784336 	2015-04-21 00:04:05.801334 	7 	0:00:00.016998
79 	2015-04-21 00:04:05.801433 	2015-04-21 00:04:05.819263 	4 	0:00:00.017830
80 	2015-04-21 00:04:05.819367 	2015-04-21 00:04:05.836242 	8 	0:00:00.016875
81 	2015-04-21 00:04:05.836345 	2015-04-21 00:04:05.854240 	2 	0:00:00.017895
82 	2015-04-21 00:04:05.854343 	2015-04-21 00:04:05.872246 	5 	0:00:00.017903
83 	2015-04-21 00:04:05.872376 	2015-04-21 00:04:05.889269 	3 	0:00:00.016893
84 	2015-04-21 00:04:05.889372 	2015-04-21 00:04:05.907231 	2 	0:00:00.017859
85 	2015-04-21 00:04:05.907337 	2015-04-21 00:04:05.924295 	0 	0:00:00.016958
86 	2015-04-21 00:04:05.924399 	2015-04-21 00:04:05.942266 	9 	0:00:00.017867
87 	2015-04-21 00:04:05.942369 	2015-04-21 00:04:05.960267 	6 	0:00:00.017898
88 	2015-04-21 00:04:05.960372 	2015-04-21 00:04:05.979266 	1 	0:00:00.018894
89 	2015-04-21 00:04:05.979369 	2015-04-21 00:04:05.997282 	0 	0:00:00.017913
90 	2015-04-21 00:04:05.997386 	2015-04-21 00:04:06.014264 	9 	0:00:00.016878
91 	2015-04-21 00:04:06.014369 	2015-04-21 00:04:06.031238 	7 	0:00:00.016869
92 	2015-04-21 00:04:06.031343 	2015-04-21 00:04:06.049282 	2 	0:00:00.017939
93 	2015-04-21 00:04:06.049386 	2015-04-21 00:04:06.067262 	7 	0:00:00.017876
94 	2015-04-21 00:04:06.067367 	2015-04-21 00:04:06.084230 	8 	0:00:00.016863
95 	2015-04-21 00:04:06.084337 	2015-04-21 00:04:06.102264 	7 	0:00:00.017927
96 	2015-04-21 00:04:06.102367 	2015-04-21 00:04:06.119264 	3 	0:00:00.016897
97 	2015-04-21 00:04:06.119369 	2015-04-21 00:04:06.136262 	1 	0:00:00.016893
98 	2015-04-21 00:04:06.136365 	2015-04-21 00:04:06.154267 	0 	0:00:00.017902
99 	2015-04-21 00:04:06.154371 	2015-04-21 00:04:06.172280 	8 	0:00:00.017909
100 	2015-04-21 00:04:06.172385 	2015-04-21 00:04:06.189269 	2 	0:00:00.016884
101 	2015-04-21 00:04:06.189372 	2015-04-21 00:04:06.207268 	0 	0:00:00.017896
102 	2015-04-21 00:04:06.207372 	2015-04-21 00:04:06.224260 	1 	0:00:00.016888
103 	2015-04-21 00:04:06.224364 	2015-04-21 00:04:06.242233 	4 	0:00:00.017869
104 	2015-04-21 00:04:06.242337 	2015-04-21 00:04:06.260292 	5 	0:00:00.017955
105 	2015-04-21 00:04:06.260397 	2015-04-21 00:04:06.278265 	9 	0:00:00.017868
106 	2015-04-21 00:04:06.278397 	2015-04-21 00:04:06.296319 	5 	0:00:00.017922
107 	2015-04-21 00:04:06.296424 	2015-04-21 00:04:06.314231 	0 	0:00:00.017807
108 	2015-04-21 00:04:06.314330 	2015-04-21 00:04:06.331230 	7 	0:00:00.016900
