Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-04 14:51:06.543638 	2015-04-04 14:51:06.547857 	4 	0:00:00.004219
2 	2015-04-04 14:51:06.567060 	2015-04-04 14:51:06.571374 	1 	0:00:00.004314
3 	2015-04-04 14:51:06.584854 	2015-04-04 14:51:06.589445 	8 	0:00:00.004591
4 	2015-04-04 14:51:06.600580 	2015-04-04 14:51:06.604823 	4 	0:00:00.004243
5 	2015-04-04 14:51:06.616049 	2015-04-04 14:51:06.620589 	2 	0:00:00.004540
6 	2015-04-04 14:51:06.631690 	2015-04-04 14:51:06.635899 	9 	0:00:00.004209
7 	2015-04-04 14:51:06.647418 	2015-04-04 14:51:06.672296 	2 	0:00:00.024878
8 	2015-04-04 14:51:06.694075 	2015-04-04 14:51:06.698359 	8 	0:00:00.004284
9 	2015-04-04 14:51:06.709606 	2015-04-04 14:51:06.714152 	9 	0:00:00.004546
10 	2015-04-04 14:51:06.725234 	2015-04-04 14:51:06.729837 	6 	0:00:00.004603
11 	2015-04-04 14:51:06.740775 	2015-04-04 14:51:06.745343 	8 	0:00:00.004568
12 	2015-04-04 14:51:06.756416 	2015-04-04 14:51:06.760569 	7 	0:00:00.004153
13 	2015-04-04 14:51:06.772056 	2015-04-04 14:51:06.776530 	2 	0:00:00.004474
14 	2015-04-04 14:51:06.787799 	2015-04-04 14:51:06.791949 	1 	0:00:00.004150
15 	2015-04-04 14:51:06.803278 	2015-04-04 14:51:06.807833 	7 	0:00:00.004555
16 	2015-04-04 14:51:06.818887 	2015-04-04 14:51:06.823105 	0 	0:00:00.004218
17 	2015-04-04 14:51:06.834731 	2015-04-04 14:51:06.839461 	9 	0:00:00.004730
18 	2015-04-04 14:51:06.850109 	2015-04-04 14:51:06.854383 	4 	0:00:00.004274
19 	2015-04-04 14:51:06.865680 	2015-04-04 14:51:06.870335 	6 	0:00:00.004655
20 	2015-04-04 14:51:06.881230 	2015-04-04 14:51:06.885515 	9 	0:00:00.004285
21 	2015-04-04 14:51:06.896935 	2015-04-04 14:51:06.901572 	2 	0:00:00.004637
22 	2015-04-04 14:51:06.912525 	2015-04-04 14:51:06.916854 	1 	0:00:00.004329
23 	2015-04-04 14:51:06.927994 	2015-04-04 14:51:06.932621 	9 	0:00:00.004627
24 	2015-04-04 14:51:06.943628 	2015-04-04 14:51:06.947894 	1 	0:00:00.004266
25 	2015-04-04 14:51:06.960550 	2015-04-04 14:51:06.966162 	8 	0:00:00.005612
26 	2015-04-04 14:51:06.990445 	2015-04-04 14:51:06.997214 	9 	0:00:00.006769
27 	2015-04-04 14:51:07.021760 	2015-04-04 14:51:07.026284 	2 	0:00:00.004524
28 	2015-04-04 14:51:07.037214 	2015-04-04 14:51:07.041471 	6 	0:00:00.004257
29 	2015-04-04 14:51:07.054546 	2015-04-04 14:51:07.059239 	9 	0:00:00.004693
