Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-04 14:56:26.437838 	2015-04-04 14:56:26.442367 	4 	0:00:00.004529
2 	2015-04-04 14:56:26.452774 	2015-04-04 14:56:26.456438 	0 	0:00:00.003664
3 	2015-04-04 14:56:26.467728 	2015-04-04 14:56:26.471278 	4 	0:00:00.003550
4 	2015-04-04 14:56:26.482798 	2015-04-04 14:56:26.486427 	2 	0:00:00.003629
5 	2015-04-04 14:56:26.497776 	2015-04-04 14:56:26.502202 	8 	0:00:00.004426
6 	2015-04-04 14:56:26.512804 	2015-04-04 14:56:26.530202 	3 	0:00:00.017398
7 	2015-04-04 14:56:26.540383 	2015-04-04 14:56:26.544907 	2 	0:00:00.004524
8 	2015-04-04 14:56:26.557252 	2015-04-04 14:56:26.561463 	0 	0:00:00.004211
9 	2015-04-04 14:56:26.572018 	2015-04-04 14:56:26.577874 	3 	0:00:00.005856
10 	2015-04-04 14:56:26.589754 	2015-04-04 14:56:26.593979 	1 	0:00:00.004225
11 	2015-04-04 14:56:26.604555 	2015-04-04 14:56:26.609497 	0 	0:00:00.004942
12 	2015-04-04 14:56:26.619809 	2015-04-04 14:56:26.624083 	2 	0:00:00.004274
13 	2015-04-04 14:56:26.634752 	2015-04-04 14:56:26.639366 	6 	0:00:00.004614
14 	2015-04-04 14:56:26.649765 	2015-04-04 14:56:26.654081 	1 	0:00:00.004316
15 	2015-04-04 14:56:26.664769 	2015-04-04 14:56:26.669207 	4 	0:00:00.004438
16 	2015-04-04 14:56:26.679787 	2015-04-04 14:56:26.684086 	2 	0:00:00.004299
17 	2015-04-04 14:56:26.694759 	2015-04-04 14:56:26.699223 	8 	0:00:00.004464
18 	2015-04-04 14:56:26.709809 	2015-04-04 14:56:26.714083 	7 	0:00:00.004274
19 	2015-04-04 14:56:26.724835 	2015-04-04 14:56:26.729384 	0 	0:00:00.004549
20 	2015-04-04 14:56:26.739787 	2015-04-04 14:56:26.744113 	5 	0:00:00.004326
21 	2015-04-04 14:56:26.754706 	2015-04-04 14:56:26.759219 	9 	0:00:00.004513
22 	2015-04-04 14:56:26.769784 	2015-04-04 14:56:26.773953 	7 	0:00:00.004169
23 	2015-04-04 14:56:26.785186 	2015-04-04 14:56:26.789789 	9 	0:00:00.004603
24 	2015-04-04 14:56:26.802267 	2015-04-04 14:56:26.806455 	7 	0:00:00.004188
25 	2015-04-04 14:56:26.817266 	2015-04-04 14:56:26.821795 	5 	0:00:00.004529
26 	2015-04-04 14:56:26.832239 	2015-04-04 14:56:26.836441 	0 	0:00:00.004202
27 	2015-04-04 14:56:26.847270 	2015-04-04 14:56:26.851784 	1 	0:00:00.004514
28 	2015-04-04 14:56:26.862287 	2015-04-04 14:56:26.866391 	5 	0:00:00.004104
29 	2015-04-04 14:56:26.877261 	2015-04-04 14:56:26.882263 	3 	0:00:00.005002
30 	2015-04-04 14:56:26.894916 	2015-04-04 14:56:26.899036 	7 	0:00:00.004120
31 	2015-04-04 14:56:26.909777 	2015-04-04 14:56:26.914031 	4 	0:00:00.004254
32 	2015-04-04 14:56:26.924879 	2015-04-04 14:56:26.929024 	7 	0:00:00.004145
33 	2015-04-04 14:56:26.939708 	2015-04-04 14:56:26.944189 	0 	0:00:00.004481
34 	2015-04-04 14:56:26.954769 	2015-04-04 14:56:26.958928 	2 	0:00:00.004159
35 	2015-04-04 14:56:26.969776 	2015-04-04 14:56:26.974262 	4 	0:00:00.004486
36 	2015-04-04 14:56:26.984760 	2015-04-04 14:56:26.988908 	0 	0:00:00.004148
