Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-04 16:04:32.470046 	2015-04-04 16:04:32.474415 	7 	0:00:00.004369
2 	2015-04-04 16:04:32.484707 	2015-04-04 16:04:32.488865 	0 	0:00:00.004158
3 	2015-04-04 16:04:32.500760 	2015-04-04 16:04:32.505283 	8 	0:00:00.004523
4 	2015-04-04 16:04:32.515806 	2015-04-04 16:04:32.520354 	5 	0:00:00.004548
5 	2015-04-04 16:04:32.530749 	2015-04-04 16:04:32.535851 	7 	0:00:00.005102
6 	2015-04-04 16:04:32.546060 	2015-04-04 16:04:32.550828 	3 	0:00:00.004768
7 	2015-04-04 16:04:32.563248 	2015-04-04 16:04:32.567532 	4 	0:00:00.004284
8 	2015-04-04 16:04:32.578070 	2015-04-04 16:04:32.582802 	6 	0:00:00.004732
9 	2015-04-04 16:04:32.593246 	2015-04-04 16:04:32.597412 	4 	0:00:00.004166
10 	2015-04-04 16:04:32.608289 	2015-04-04 16:04:32.612837 	2 	0:00:00.004548
11 	2015-04-04 16:04:32.623293 	2015-04-04 16:04:32.627549 	0 	0:00:00.004256
12 	2015-04-04 16:04:32.638297 	2015-04-04 16:04:32.642860 	1 	0:00:00.004563
13 	2015-04-04 16:04:32.653342 	2015-04-04 16:04:32.657689 	2 	0:00:00.004347
14 	2015-04-04 16:04:32.668245 	2015-04-04 16:04:32.672650 	7 	0:00:00.004405
15 	2015-04-04 16:04:32.683296 	2015-04-04 16:04:32.687597 	5 	0:00:00.004301
16 	2015-04-04 16:04:32.698233 	2015-04-04 16:04:32.703366 	1 	0:00:00.005133
17 	2015-04-04 16:04:32.715936 	2015-04-04 16:04:32.720463 	5 	0:00:00.004527
18 	2015-04-04 16:04:32.730709 	2015-04-04 16:04:32.735224 	2 	0:00:00.004515
19 	2015-04-04 16:04:32.746009 	2015-04-04 16:04:32.750257 	3 	0:00:00.004248
20 	2015-04-04 16:04:32.760726 	2015-04-04 16:04:32.765259 	5 	0:00:00.004533
21 	2015-04-04 16:04:32.775870 	2015-04-04 16:04:32.780026 	1 	0:00:00.004156
22 	2015-04-04 16:04:32.790795 	2015-04-04 16:04:32.795339 	3 	0:00:00.004544
23 	2015-04-04 16:04:32.805793 	2015-04-04 16:04:32.810027 	0 	0:00:00.004234
