Run 	T Sent 	T Received 	Message ID 	dT
1 	2015-04-20 21:08:33.759825 	2015-04-20 21:08:33.784833 	6 	0:00:00.025008
2 	2015-04-20 21:08:33.796599 	2015-04-20 21:08:33.806379 	0 	0:00:00.009780
3 	2015-04-20 21:08:33.816771 	2015-04-20 21:08:33.826821 	1 	0:00:00.010050
4 	2015-04-20 21:08:33.837210 	2015-04-20 21:08:33.850908 	6 	0:00:00.013698
5 	2015-04-20 21:08:33.861913 	2015-04-20 21:08:33.879203 	1 	0:00:00.017290
6 	2015-04-20 21:08:33.889947 	2015-04-20 21:08:33.904124 	6 	0:00:00.014177
7 	2015-04-20 21:08:33.916110 	2015-04-20 21:08:33.924136 	3 	0:00:00.008026
8 	2015-04-20 21:08:33.934395 	2015-04-20 21:08:33.953282 	5 	0:00:00.018887
9 	2015-04-20 21:08:33.964287 	2015-04-20 21:08:33.977141 	8 	0:00:00.012854
10 	2015-04-20 21:08:33.988980 	2015-04-20 21:08:34.000284 	5 	0:00:00.011304
11 	2015-04-20 21:08:34.011801 	2015-04-20 21:08:34.023136 	2 	0:00:00.011335
12 	2015-04-20 21:08:34.034424 	2015-04-20 21:08:34.048738 	9 	0:00:00.014314
13 	2015-04-20 21:08:34.059246 	2015-04-20 21:08:34.073188 	7 	0:00:00.013942
14 	2015-04-20 21:08:34.084211 	2015-04-20 21:08:34.093809 	0 	0:00:00.009598
15 	2015-04-20 21:08:34.104273 	2015-04-20 21:08:34.115102 	3 	0:00:00.010829
16 	2015-04-20 21:08:34.125420 	2015-04-20 21:08:34.142527 	9 	0:00:00.017107
17 	2015-04-20 21:08:34.154340 	2015-04-20 21:08:34.162390 	8 	0:00:00.008050
18 	2015-04-20 21:08:34.174297 	2015-04-20 21:08:34.188066 	7 	0:00:00.013769
19 	2015-04-20 21:08:34.199365 	2015-04-20 21:08:34.208568 	4 	0:00:00.009203
20 	2015-04-20 21:08:34.219162 	2015-04-20 21:08:34.234960 	5 	0:00:00.015798
21 	2015-04-20 21:08:34.247064 	2015-04-20 21:08:34.254622 	6 	0:00:00.007558
22 	2015-04-20 21:08:34.266864 	2015-04-20 21:08:34.276919 	3 	0:00:00.010055
23 	2015-04-20 21:08:34.287327 	2015-04-20 21:08:34.303758 	0 	0:00:00.016431
24 	2015-04-20 21:08:34.314048 	2015-04-20 21:08:34.327264 	2 	0:00:00.013216
25 	2015-04-20 21:08:34.338501 	2015-04-20 21:08:34.348036 	3 	0:00:00.009535
26 	2015-04-20 21:08:34.359606 	2015-04-20 21:08:34.370309 	8 	0:00:00.010703
27 	2015-04-20 21:08:34.381588 	2015-04-20 21:08:34.407235 	6 	0:00:00.025647
28 	2015-04-20 21:08:34.418580 	2015-04-20 21:08:34.423817 	3 	0:00:00.005237
29 	2015-04-20 21:08:34.434061 	2015-04-20 21:08:34.449005 	7 	0:00:00.014944
30 	2015-04-20 21:08:34.459587 	2015-04-20 21:08:34.475295 	3 	0:00:00.015708
31 	2015-04-20 21:08:34.487214 	2015-04-20 21:08:34.499424 	2 	0:00:00.012210
32 	2015-04-20 21:08:34.512365 	2015-04-20 21:08:34.522862 	8 	0:00:00.010497
33 	2015-04-20 21:08:34.533130 	2015-04-20 21:08:34.547164 	5 	0:00:00.014034
34 	2015-04-20 21:08:34.557551 	2015-04-20 21:08:34.572993 	8 	0:00:00.015442
